,0
2022-11-03 19:20:00,74.15599999999999
2022-11-03 19:25:00,74.15599999999999
2022-11-03 19:30:00,73.23333333333332
2022-11-03 19:35:00,70.35666666666665
2022-11-03 19:40:00,72.26666666666668
2022-11-03 19:45:00,72.26666666666668
2022-11-03 19:50:00,71.452
2022-11-03 19:55:00,70.71333333333334
2022-11-03 20:00:00,72.05333333333334
2022-11-03 20:05:00,72.05333333333334
2022-11-03 20:10:00,71.26666666666668
2022-11-03 20:15:00,71.296
2022-11-03 20:20:00,70.26666666666668
2022-11-03 20:25:00,70.26666666666668
2022-11-03 20:30:00,71.89000000000001
2022-11-03 20:35:00,72.024
2022-11-03 20:40:00,71.71666666666667
2022-11-03 20:45:00,69.66666666666666
2022-11-03 20:50:00,69.18800000000002
2022-11-03 20:55:00,69.06
2022-11-03 21:00:00,69.06
2022-11-03 21:05:00,69.14
2022-11-03 21:10:00,69.36000000000001
2022-11-03 21:15:00,68.89666666666668
2022-11-03 21:20:00,68.756
2022-11-03 21:25:00,68.93333333333334
2022-11-03 21:30:00,67.44000000000001
2022-11-03 21:35:00,66.112
2022-11-03 21:40:00,66.112
2022-11-03 21:45:00,66.09
2022-11-03 21:50:00,64.184
2022-11-03 21:55:00,67.23333333333333
2022-11-03 22:00:00,67.23333333333333
2022-11-03 22:05:00,66.492
2022-11-03 22:10:00,67.32000000000001
2022-11-03 22:15:00,67.28333333333333
2022-11-03 22:20:00,67.28333333333333
2022-11-03 22:25:00,66.96
2022-11-03 22:30:00,66.22
2022-11-03 22:35:00,66.31
2022-11-03 22:40:00,66.31
2022-11-03 22:45:00,66.18666666666667
2022-11-03 22:50:00,66.26400000000001
2022-11-03 22:55:00,65.14
2022-11-03 23:00:00,65.14
2022-11-03 23:05:00,63.456
2022-11-03 23:10:00,64.26
2022-11-03 23:15:00,64.932
2022-11-03 23:20:00,64.932
2022-11-03 23:25:00,65.29666666666665
2022-11-03 23:30:00,65.3
2022-11-03 23:35:00,61.912
2022-11-03 23:40:00,60.736666666666665
2022-11-03 23:45:00,60.983333333333334
2022-11-03 23:50:00,60.576
2022-11-03 23:55:00,64.15
2022-11-04 00:00:00,64.15
2022-11-04 00:05:00,63.848
2022-11-04 00:10:00,64.01666666666667
2022-11-04 00:15:00,63.67333333333333
2022-11-04 00:20:00,62.23599999999999
2022-11-04 00:25:00,62.84333333333334
2022-11-04 00:30:00,62.89333333333333
2022-11-04 00:35:00,60.248000000000005
2022-11-04 00:40:00,60.248000000000005
2022-11-04 00:45:00,58.31333333333333
2022-11-04 00:50:00,57.40666666666667
2022-11-04 00:55:00,57.40666666666667
2022-11-04 01:00:00,57.86
2022-11-04 01:05:00,57.855999999999995
2022-11-04 01:10:00,57.27333333333333
2022-11-04 01:15:00,58.10666666666666
2022-11-04 01:20:00,60.548
2022-11-04 01:25:00,59.88000000000001
2022-11-04 01:30:00,61.2
2022-11-04 01:35:00,61.2
2022-11-04 01:40:00,60.160000000000004
2022-11-04 01:45:00,60.60666666666667
2022-11-04 01:50:00,61.564
2022-11-04 01:55:00,61.49666666666667
2022-11-04 02:00:00,61.44666666666667
2022-11-04 02:05:00,61.924
2022-11-04 02:10:00,62.14333333333333
2022-11-04 02:15:00,62.14333333333333
2022-11-04 02:20:00,60.476
2022-11-04 02:25:00,60.763333333333335
2022-11-04 02:30:00,61.16799999999999
2022-11-04 02:35:00,61.16799999999999
2022-11-04 02:40:00,61.75
2022-11-04 02:45:00,61.669999999999995
2022-11-04 02:50:00,61.568
2022-11-04 02:55:00,61.568
2022-11-04 03:00:00,61.61333333333333
2022-11-04 03:05:00,61.39666666666666
2022-11-04 03:10:00,61.09666666666667
2022-11-04 03:15:00,61.09666666666667
2022-11-04 03:20:00,61.116
2022-11-04 03:25:00,61.376666666666665
2022-11-04 03:30:00,61.33
2022-11-04 03:35:00,61.33
2022-11-04 03:40:00,61.003333333333345
2022-11-04 03:45:00,60.584
2022-11-04 03:50:00,60.64666666666667
2022-11-04 03:55:00,60.64666666666667
2022-11-04 04:00:00,60.54333333333334
2022-11-04 04:05:00,60.624
2022-11-04 04:10:00,60.32000000000001
2022-11-04 04:15:00,60.44333333333334
2022-11-04 04:20:00,60.012
2022-11-04 04:25:00,60.02666666666668
2022-11-04 04:30:00,59.70400000000001
2022-11-04 04:35:00,59.70400000000001
2022-11-04 04:40:00,59.72666666666667
2022-11-04 04:45:00,59.80999999999999
2022-11-04 04:50:00,59.815999999999995
2022-11-04 04:55:00,59.629999999999995
2022-11-04 05:00:00,59.35
2022-11-04 05:05:00,58.61600000000001
2022-11-04 05:10:00,58.61600000000001
2022-11-04 05:15:00,58.55666666666667
2022-11-04 05:20:00,57.644000000000005
2022-11-04 05:25:00,58.82333333333334
2022-11-04 05:30:00,58.82333333333334
2022-11-04 05:35:00,59.10000000000001
2022-11-04 05:40:00,58.489999999999995
2022-11-04 05:45:00,58.94000000000001
2022-11-04 05:50:00,58.94000000000001
2022-11-04 05:55:00,57.519999999999996
2022-11-04 06:00:00,58.284000000000006
2022-11-04 06:05:00,58.10333333333334
2022-11-04 06:10:00,58.10333333333334
2022-11-04 06:15:00,58.65333333333333
2022-11-04 06:20:00,58.928
2022-11-04 06:25:00,58.80666666666666
2022-11-04 06:30:00,58.80666666666666
2022-11-04 06:35:00,57.912
2022-11-04 06:40:00,57.919999999999995
2022-11-04 06:45:00,56.660000000000004
2022-11-04 06:50:00,56.660000000000004
2022-11-04 06:55:00,58.09666666666667
2022-11-04 07:00:00,56.993333333333325
2022-11-04 07:05:00,56.864
2022-11-04 07:10:00,58.32333333333334
2022-11-04 07:15:00,57.44
2022-11-04 07:20:00,56.36
2022-11-04 07:25:00,55.23
2022-11-04 07:30:00,55.23
2022-11-04 07:35:00,54.612
2022-11-04 07:40:00,54.47666666666667
2022-11-04 07:45:00,53.6
2022-11-04 07:50:00,54.28799999999999
2022-11-04 07:55:00,53.220000000000006
2022-11-04 08:00:00,52.733333333333334
2022-11-04 08:05:00,53.06
2022-11-04 08:10:00,53.06
2022-11-04 08:15:00,52.22666666666667
2022-11-04 08:20:00,51.03000000000001
2022-11-04 08:25:00,51.03000000000001
2022-11-04 08:30:00,50.79333333333334
2022-11-04 08:35:00,51.384
2022-11-04 08:40:00,51.39333333333333
2022-11-04 08:45:00,52.05999999999999
2022-11-04 08:50:00,50.903999999999996
2022-11-04 08:55:00,51.21333333333333
2022-11-04 09:00:00,51.355999999999995
2022-11-04 09:05:00,51.355999999999995
2022-11-04 09:10:00,52.59666666666667
2022-11-04 09:15:00,51.60333333333333
2022-11-04 09:20:00,51.94
2022-11-04 09:25:00,51.92
2022-11-04 09:30:00,51.95
2022-11-04 09:35:00,52.284000000000006
2022-11-04 09:40:00,50.843333333333334
2022-11-04 09:45:00,50.843333333333334
2022-11-04 09:50:00,52.7
2022-11-04 09:55:00,53.15
2022-11-04 10:00:00,53.79200000000001
2022-11-04 10:05:00,53.79200000000001
2022-11-04 10:10:00,53.75666666666666
2022-11-04 10:15:00,53.89333333333334
2022-11-04 10:20:00,53.74400000000001
2022-11-04 10:25:00,53.74400000000001
2022-11-04 10:30:00,53.886666666666656
2022-11-04 10:35:00,53.279999999999994
2022-11-04 10:40:00,53.738333333333344
2022-11-04 10:45:00,53.738333333333344
2022-11-04 10:50:00,53.84400000000001
2022-11-04 10:55:00,53.29666666666667
2022-11-04 11:00:00,52.510666666666665
2022-11-04 11:05:00,52.510666666666665
2022-11-04 11:10:00,52.723333333333336
2022-11-04 11:15:00,52.468
2022-11-04 11:20:00,52.410000000000004
2022-11-04 11:25:00,52.410000000000004
2022-11-04 11:30:00,52.720000000000006
2022-11-04 11:35:00,52.16400000000001
2022-11-04 11:40:00,52.05333333333334
2022-11-04 11:45:00,51.7
2022-11-04 11:50:00,51.35600000000001
2022-11-04 11:55:00,51.586666666666666
2022-11-04 12:00:00,51.227999999999994
2022-11-04 12:05:00,51.227999999999994
2022-11-04 12:10:00,51.169999999999995
2022-11-04 12:15:00,50.873333333333335
2022-11-04 12:20:00,50.852
2022-11-04 12:25:00,50.416666666666664
2022-11-04 12:30:00,50.81333333333333
2022-11-04 12:35:00,51.108000000000004
2022-11-04 12:40:00,51.108000000000004
2022-11-04 12:45:00,51.279999999999994
2022-11-04 12:50:00,52.20399999999999
2022-11-04 12:55:00,52.236666666666665
2022-11-04 13:00:00,52.236666666666665
2022-11-04 13:05:00,52.48
2022-11-04 13:10:00,51.73333333333333
2022-11-04 13:15:00,51.80666666666667
2022-11-04 13:20:00,51.80666666666667
2022-11-04 13:25:00,52.10799999999999
2022-11-04 13:30:00,52.172000000000004
2022-11-04 13:35:00,51.586666666666666
2022-11-04 13:40:00,51.586666666666666
2022-11-04 13:45:00,51.65666666666666
2022-11-04 13:50:00,51.396
2022-11-04 13:55:00,52.15
2022-11-04 14:00:00,52.15
2022-11-04 14:05:00,52.30800000000001
2022-11-04 14:10:00,52.30666666666666
2022-11-04 14:15:00,52.339999999999996
2022-11-04 14:20:00,52.339999999999996
2022-11-04 14:25:00,53.06466666666667
2022-11-04 14:30:00,53.07666666666667
2022-11-04 14:35:00,52.42
2022-11-04 14:40:00,52.123333333333335
2022-11-04 14:45:00,52.27
2022-11-04 14:50:00,51.47533333333333
2022-11-04 14:55:00,51.884
2022-11-04 15:00:00,51.884
2022-11-04 15:05:00,51.96333333333333
2022-11-04 15:10:00,52.22333333333332
2022-11-04 15:15:00,52.48866666666667
2022-11-04 15:20:00,52.013333333333335
2022-11-04 15:25:00,52.36866666666666
2022-11-04 15:30:00,52.85666666666667
2022-11-04 15:35:00,52.47666666666667
2022-11-04 15:40:00,52.47666666666667
2022-11-04 15:45:00,53.028
2022-11-04 15:50:00,52.9
2022-11-04 15:55:00,52.9
2022-11-04 16:00:00,52.61800000000001
2022-11-04 16:05:00,52.516666666666666
2022-11-04 16:10:00,52.65
2022-11-04 16:15:00,52.59466666666666
2022-11-04 16:20:00,52.733333333333334
2022-11-04 16:25:00,53.352
2022-11-04 16:30:00,52.89333333333334
2022-11-04 16:35:00,52.89333333333334
2022-11-04 16:40:00,53.763999999999996
2022-11-04 16:45:00,52.74000000000001
2022-11-04 16:50:00,52.75
2022-11-04 16:55:00,53.754666666666665
2022-11-04 17:00:00,53.532
2022-11-04 17:05:00,52.95799999999999
2022-11-04 17:10:00,52.688
2022-11-04 17:15:00,52.688
2022-11-04 17:20:00,52.879999999999995
2022-11-04 17:25:00,53.05666666666666
2022-11-04 17:30:00,52.85
2022-11-04 17:35:00,52.85
2022-11-04 17:40:00,52.14
2022-11-04 17:45:00,52.455999999999996
2022-11-04 17:50:00,52.597333333333324
2022-11-04 17:55:00,52.597333333333324
2022-11-04 18:00:00,53.49266666666667
2022-11-04 18:05:00,54.7
2022-11-04 18:10:00,54.64266666666667
2022-11-04 18:15:00,54.64266666666667
2022-11-04 18:20:00,54.92666666666666
2022-11-04 18:25:00,54.71333333333333
2022-11-04 18:30:00,53.25599999999999
2022-11-04 18:35:00,53.25599999999999
2022-11-04 18:40:00,54.37533333333333
2022-11-04 18:45:00,54.85333333333333
2022-11-04 18:50:00,53.986666666666665
2022-11-04 18:55:00,53.986666666666665
2022-11-04 19:00:00,53.843999999999994
2022-11-04 19:05:00,52.589999999999996
2022-11-04 19:10:00,53.99133333333333
2022-11-04 19:15:00,54.019999999999996
2022-11-04 19:20:00,54.06333333333335
2022-11-04 19:25:00,54.19599999999999
2022-11-04 19:30:00,53.38666666666667
2022-11-04 19:35:00,53.38666666666667
2022-11-04 19:40:00,52.616666666666674
2022-11-04 19:45:00,53.536
2022-11-04 19:50:00,53.25
2022-11-04 19:55:00,53.58333333333333
2022-11-04 20:00:00,53.196000000000005
2022-11-04 20:05:00,52.06666666666666
2022-11-04 20:10:00,52.06666666666666
2022-11-04 20:15:00,51.86
2022-11-04 20:20:00,52.126666666666665
2022-11-04 20:25:00,52.624
2022-11-04 20:30:00,52.624
2022-11-04 20:35:00,53.083333333333336
2022-11-04 20:40:00,53.31666666666666
2022-11-04 20:45:00,52.592
2022-11-04 20:50:00,52.592
2022-11-04 20:55:00,52.480000000000004
2022-11-04 21:00:00,51.919999999999995
2022-11-04 21:05:00,52.39333333333334
2022-11-04 21:10:00,52.39333333333334
2022-11-04 21:15:00,52.0
2022-11-04 21:20:00,52.53666666666667
2022-11-04 21:25:00,52.65666666666667
2022-11-04 21:30:00,52.65666666666667
2022-11-04 21:35:00,52.78666666666667
2022-11-04 21:40:00,52.24400000000001
2022-11-04 21:45:00,51.87666666666668
2022-11-04 21:50:00,51.87666666666668
2022-11-04 21:55:00,52.016666666666666
2022-11-04 22:00:00,52.18000000000001
2022-11-04 22:05:00,51.28666666666667
2022-11-04 22:10:00,51.54333333333333
2022-11-04 22:15:00,50.904
2022-11-04 22:20:00,49.959999999999994
2022-11-04 22:25:00,49.117333333333335
2022-11-04 22:30:00,49.117333333333335
2022-11-04 22:35:00,50.14333333333333
2022-11-04 22:40:00,51.32333333333334
2022-11-04 22:45:00,51.968
2022-11-04 22:50:00,50.78666666666667
2022-11-04 22:55:00,50.946666666666665
2022-11-04 23:00:00,51.78399999999999
2022-11-04 23:05:00,51.25
2022-11-04 23:10:00,51.25
2022-11-04 23:15:00,50.79600000000001
2022-11-04 23:20:00,51.07333333333333
2022-11-04 23:25:00,51.07333333333333
2022-11-04 23:30:00,51.379999999999995
2022-11-04 23:35:00,50.25666666666667
2022-11-04 23:40:00,49.86333333333333
2022-11-04 23:45:00,50.43599999999999
2022-11-04 23:50:00,50.79666666666667
2022-11-04 23:55:00,50.956
2022-11-05 00:00:00,51.02
2022-11-05 00:05:00,51.02
2022-11-05 00:10:00,50.41333333333334
2022-11-05 00:15:00,50.748000000000005
2022-11-05 00:20:00,51.529999999999994
2022-11-05 00:25:00,51.962
2022-11-05 00:30:00,52.116
2022-11-05 00:35:00,50.77333333333333
2022-11-05 00:40:00,51.2
2022-11-05 00:45:00,51.2
2022-11-05 00:50:00,51.46666666666666
2022-11-05 00:55:00,51.48333333333333
2022-11-05 01:00:00,49.33333333333333
2022-11-05 01:05:00,49.33333333333333
2022-11-05 01:10:00,50.50666666666667
2022-11-05 01:15:00,50.888
2022-11-05 01:20:00,50.93933333333333
2022-11-05 01:25:00,50.93933333333333
2022-11-05 01:30:00,50.422000000000004
2022-11-05 01:35:00,49.879999999999995
2022-11-05 01:40:00,50.224
2022-11-05 01:45:00,50.224
2022-11-05 01:50:00,50.29666666666667
2022-11-05 01:55:00,50.11
2022-11-05 02:00:00,49.848
2022-11-05 02:05:00,49.848
2022-11-05 02:10:00,49.284666666666666
2022-11-05 02:15:00,48.736666666666665
2022-11-05 02:20:00,48.46999999999999
2022-11-05 02:25:00,48.46999999999999
2022-11-05 02:30:00,48.269333333333336
2022-11-05 02:35:00,48.089999999999996
2022-11-05 02:40:00,48.36266666666667
2022-11-05 02:45:00,48.372
2022-11-05 02:50:00,48.22666666666667
2022-11-05 02:55:00,48.936
2022-11-05 03:00:00,49.473333333333336
2022-11-05 03:05:00,49.473333333333336
2022-11-05 03:10:00,48.91133333333333
2022-11-05 03:15:00,49.104
2022-11-05 03:20:00,49.10333333333334
2022-11-05 03:25:00,48.529999999999994
2022-11-05 03:30:00,48.696000000000005
2022-11-05 03:35:00,49.29933333333334
2022-11-05 03:40:00,49.29933333333334
2022-11-05 03:45:00,48.576
2022-11-05 03:50:00,48.54333333333334
2022-11-05 03:55:00,47.294
2022-11-05 04:00:00,47.294
2022-11-05 04:05:00,47.440000000000005
2022-11-05 04:10:00,47.29066666666667
2022-11-05 04:15:00,47.48800000000001
2022-11-05 04:20:00,47.48800000000001
2022-11-05 04:25:00,47.06466666666667
2022-11-05 04:30:00,47.13333333333334
2022-11-05 04:35:00,47.38
2022-11-05 04:40:00,47.38
2022-11-05 04:45:00,47.513333333333335
2022-11-05 04:50:00,47.346666666666664
2022-11-05 04:55:00,47.424
2022-11-05 05:00:00,47.424
2022-11-05 05:05:00,47.40333333333334
2022-11-05 05:10:00,47.190666666666665
2022-11-05 05:15:00,47.12
2022-11-05 05:20:00,47.12
2022-11-05 05:25:00,46.96
2022-11-05 05:30:00,47.632
2022-11-05 05:35:00,47.623333333333335
2022-11-05 05:40:00,46.75999999999999
2022-11-05 05:45:00,47.072
2022-11-05 05:50:00,46.8
2022-11-05 05:55:00,46.768
2022-11-05 06:00:00,46.768
2022-11-05 06:05:00,46.31333333333333
2022-11-05 06:10:00,45.53
2022-11-05 06:15:00,44.63066666666667
2022-11-05 06:20:00,45.75
2022-11-05 06:25:00,44.227333333333334
2022-11-05 06:30:00,44.00000000000001
2022-11-05 06:35:00,43.42666666666666
2022-11-05 06:40:00,43.42666666666666
2022-11-05 06:45:00,43.484
2022-11-05 06:50:00,45.2
2022-11-05 06:55:00,45.2
2022-11-05 07:00:00,45.122
2022-11-05 07:05:00,45.413333333333334
2022-11-05 07:10:00,44.827999999999996
2022-11-05 07:15:00,45.37266666666667
2022-11-05 07:20:00,45.37266666666667
2022-11-05 07:25:00,43.936
2022-11-05 07:30:00,43.29
2022-11-05 07:35:00,43.29
2022-11-05 07:40:00,42.81666666666666
2022-11-05 07:45:00,42.7
2022-11-05 07:50:00,42.70333333333333
2022-11-05 07:55:00,42.413333333333334
2022-11-05 08:00:00,42.172
2022-11-05 08:05:00,42.05
2022-11-05 08:10:00,42.071999999999996
2022-11-05 08:15:00,42.071999999999996
2022-11-05 08:20:00,41.99666666666667
2022-11-05 08:25:00,41.77466666666666
2022-11-05 08:30:00,41.94
2022-11-05 08:35:00,41.94
2022-11-05 08:40:00,42.22333333333333
2022-11-05 08:45:00,42.708000000000006
2022-11-05 08:50:00,42.656666666666666
2022-11-05 08:55:00,42.656666666666666
